operator_id,operator_name,operator_email,operator_phone,operator_website,consolidated_name,duplicate_count,all_ids,is_generic
ABR983747055307,Bioenergie Wutike GmbH ＆ Co. KG,,,,Bioenergie Wutike GmbH ＆ Co. KG,1,ABR983747055307,False
ABR940983871368,Bioenergie Wächtersbach,post@bioew.de,06053 / 619090,www.bioew.de,Bioenergie Wächtersbach,1,ABR940983871368,False
ABR958289911268,Bioenergie Wägele GmbH,elmarwaegele@web.de,01714804658,,Bioenergie Wägele GmbH,1,ABR958289911268,False
ABR938121356785,Bioenergie Wöbs GmbH ＆ Co.KG,,,,Bioenergie Wöbs GmbH ＆ Co.KG,1,ABR938121356785,False
ABR980485814432,Bioenergie Wöller GbR,,,,Bioenergie Wöller GbR,1,ABR980485814432,False
ABR998711280371,Bioenergie Wöllersheim GmbH ＆ Co. KG,,,,Bioenergie Wöllersheim GmbH ＆ Co. KG,1,ABR998711280371,False
ABR950725976282,Bioenergie Wörle,,,,Bioenergie Wörle,1,ABR950725976282,False
ABR941246645535,Bioenergie ZIWIRE GmbH + Co Kg,lindenhof.winter@t-online.de,01733936453,,Bioenergie ZIWIRE GmbH + Co Kg,1,ABR941246645535,False
ABR995143538247,Bioenergie Zahrensen UG,ruben.dehning@web.de,,,Bioenergie Zahrensen UG,1,ABR995143538247,False
ABR924107275836,Bioenergie Zaußwitz GmbH,torstenkuehne@freenet.de,01727971477,,Bioenergie Zaußwitz GmbH,1,ABR924107275836,False
ABR993092266389,Bioenergie Zeiner GbR,zeiner-hans@t-online.de,0917899526,,Bioenergie Zeiner GbR,1,ABR993092266389,False
ABR959363277348,Bioenergie Zernien GmbH+CoKG,c.schink@gmx.de,05863987837,,Bioenergie Zernien GmbH+CoKG,1,ABR959363277348,False
ABR947714353186,Bioenergie Ziegler GmbH,ziegler-gbr@t-online.de,01728453033,,Bioenergie Ziegler GmbH,1,ABR947714353186,False
ABR917683983615,Bioenergie Zittau GmbH,energie@sertop.de,,,Bioenergie Zittau GmbH,1,ABR917683983615,False
ABR966831199590,Bioenergie Zum Waldfreibad GmbH ＆ Co. KG,,,,Bioenergie Zum Waldfreibad GmbH ＆ Co. KG,1,ABR966831199590,False
ABR978849419423,Bioenergie am Schneeberg GbR,,,,Bioenergie am Schneeberg GbR,1,ABR978849419423,False
ABR963394202668,Bioenergie und Service Abele GbR,info@ae-bosch.de,079642147,,Bioenergie und Service Abele GbR,1,ABR963394202668,False
ABR926240030938,Bioenergie vom Welleshof GmbH,,,,Bioenergie vom Welleshof GmbH,1,ABR926240030938,False
ABR993192770496,Bioenergie von Kampen KG,tanja.kampen@ewe.net,04708152323,,Bioenergie von Kampen KG,1,ABR993192770496,False
ABR971274128007,Bioenergie Öschhof,brunomaier1@gmx.de,01741926430,,Bioenergie Öschhof,1,ABR971274128007,False
ABR908711388373,Bioenergie ＆ Agrarservice Plastau GmbH ＆Co. KG,benecke.plastau@t-online.de,01717493376,,Bioenergie ＆ Agrarservice Plastau GmbH ＆Co. KG,1,ABR908711388373,False
ABR903339389870,Bioenergie ＆ Handel Gerhard Moser,info@krumbecker-hof.de,04506-1520,,Bioenergie ＆ Handel Gerhard Moser,1,ABR903339389870,False
ABR960450535272,Bioenergie-Aywiesenhof GbR,frasch.daniel@web.de,071643445,,Bioenergie-Aywiesenhof GbR,1,ABR960450535272,False
ABR916583756640,Bioenergie-Bayern,compliance@bioenergie-bayern.de,09122 / 188 14 0,www.bioenergie-bayern.de,Bioenergie-Bayern,1,ABR916583756640,False
ABR933264831793,Bioenergie-Elm Betriebs GmbH ＆ Co. KG,weddelmann@htp-tel.de,+495333327,,Bioenergie-Elm Betriebs GmbH ＆ Co. KG,1,ABR933264831793,False
ABR908696791373,Bioenergie-Grappermöns GmbH＆CO.KG,hinrichs.thorsten@t-online.de,04468/536,,Bioenergie-Grappermöns GmbH＆CO.KG,1,ABR908696791373,False
ABR993343369876,Bioenergie-Hellweg GmbH＆Co.KG,marc1981@me.com,02922/6767,,Bioenergie-Hellweg GmbH＆Co.KG,1,ABR993343369876,False
ABR960872358381,Bioenergie-Lochbrunner UG＆Co.KG,manfred.lochbrunner@mylega.de,082651889,,Bioenergie-Lochbrunner UG＆Co.KG,1,ABR960872358381,False
ABR921467328745,Bioenergie-Service GmbH,sreinecke@agrar-jeetze.de,03903095900,,Bioenergie-Service GmbH,1,ABR921467328745,False
ABR934982246081,Bioenergie-Wümmegrund GmbH＆Co.KG,arne.bliwernitz@web.de,017662416652,,Bioenergie-Wümmegrund GmbH＆Co.KG,1,ABR934982246081,False
ABR906758049653,BioenergieEgger,Eggerstefan@Aol.com,08222/8390,,BioenergieEgger,1,ABR906758049653,False
ABR904592913765,Bioenergieanlage Ostervesede GmbH＆CoKG,michael-rathjen@gmx.de,,,Bioenergieanlage Ostervesede GmbH＆CoKG,1,ABR904592913765,False
ABR910020556466,Bioenergiedorf Schlöben eG,s.lorenz@bioenergiedorf-schloeben.de,036428/363960,,Bioenergiedorf Schlöben eG,1,ABR910020556466,False
ABR998269749788,Bioenergiedorf Wettringen eG,wettringen24@gmx.de,097249071685,,Bioenergiedorf Wettringen eG,1,ABR998269749788,False
ABR995207537148,Bioenergiedorf-Heubach eG,herbert.krack@jaeger-fulda.de,01783705507,,Bioenergiedorf-Heubach eG,1,ABR995207537148,False
ABR964213284568,Bioenergieerzeugung Zwickau eG,rico.krause@groebner-landwirt.de,0343172938818,,Bioenergieerzeugung Zwickau eG,1,ABR964213284568,False
ABR976723403537,Bioenergiehof Aussig GmbH ＆ Co. KG,,,,Bioenergiehof Aussig GmbH ＆ Co. KG,1,ABR976723403537,False
ABR943165641131,Bioenergiehof Fischer,Lederer86@gmx.de,+491726647922,,Bioenergiehof Fischer,1,ABR943165641131,False
ABR904666247345,Bioenergiehof Reuth GbR,manfred-vollet@gmx.de,01749543588,,Bioenergiehof Reuth GbR,1,ABR904666247345,False
ABR986036650054,Bioenergiehof Röttingen GmbH ＆ Co. KG,,,,Bioenergiehof Röttingen GmbH ＆ Co. KG,1,ABR986036650054,False
ABR948946718262,Bioenergiehof vor den Tannen GmbH,loelkes@t-online.de,06423 949 242 8,,Bioenergiehof vor den Tannen GmbH,1,ABR948946718262,False
ABR968052800163,Bioenergiepark Dahlenburg GmbH＆Co.KG,c.haglage@evdbag.de,,,Bioenergiepark Dahlenburg GmbH＆Co.KG,1,ABR968052800163,False
ABR955125927575,Bioenergiepark Oberwinden GmbH ＆ CO. KG,Bioenergiepark-oberwinden@t-online.de,08135937940,,Bioenergiepark Oberwinden GmbH ＆ CO. KG,1,ABR955125927575,False
ABR946502147402,Bioenergiepark-Schürsdorf GmbH ＆ Co. KG,info@energiepark-schuersdorf.de,04525 494400,,Bioenergiepark-Schürsdorf GmbH ＆ Co. KG,1,ABR946502147402,False
ABR951499875603,Bioenergiezentrum Westewitz GmbH,bez@westewitzer.de,03431613174,,Bioenergiezentrum Westewitz GmbH,1,ABR951499875603,False
ABR933997624426,Bioenergy Christian Sperber Christian Sperber,Sperber.Landwirtschaft@t-online.de,01703893910,,Bioenergy Christian Sperber Christian Sperber,1,ABR933997624426,False
ABR985669126929,Bioenergy Oyten GmbH ＆ Co. KG,friederike.brinker@nehlsen.com,04216189266,,Bioenergy Oyten GmbH ＆ Co. KG,1,ABR985669126929,False
ABR915396988125,Bioenergy-Nord GmbH ＆ Co.KG,info@sindram-gruppe.de,0462195450,,Bioenergy-Nord GmbH ＆ Co.KG,1,ABR915396988125,False
ABR988129813773,Bioenerigie Kappelweg KG,kranz-schnelldorf@t-online.de,079502078,,Bioenerigie Kappelweg KG,1,ABR988129813773,False
ABR966516674930,Bioerdgas Eggolsheim GmbH,info@bioerdgas-eggolsheim.de,,,Bioerdgas Eggolsheim GmbH,1,ABR966516674930,False
ABR931649262392,Bioerdgas Hallertau GmbH,,,,Bioerdgas Hallertau GmbH,1,ABR931649262392,False
ABR979213807433,Bioerdgas Isenhagen GmbH,,,,Bioerdgas Isenhagen GmbH,1,ABR979213807433,False
ABR924263721741,Bioerdgas Schwandorf GmbH,,,,Bioerdgas Schwandorf GmbH,1,ABR924263721741,False
ABR943274675997,BiogHaas GbR,,,,BiogHaas GbR,1,ABR943274675997,False
ABR915792048898,BiogaDOO Recklingen KG,jensdoose@gmx.de,03900950427,,BiogaDOO Recklingen KG,1,ABR915792048898,False
ABR995601164155,Biogas 2. Mankmoos GmbH ＆ Co. KG,welcome@in-TRUST.de,0941-208280,,Biogas 2. Mankmoos GmbH ＆ Co. KG,1,ABR995601164155,False
ABR962629895088,Biogas Ahe GmbH,o.wilberts@biogasahe.de,,,Biogas Ahe GmbH,1,ABR962629895088,False
ABR977537407001,Biogas Aholfing,,,,Biogas Aholfing,1,ABR977537407001,False
ABR947484661856,Biogas Ahrenshöft GmbH ＆ Co.KG,info@biogas-ahrenshoeft.de,04846 212598,www.biogas-ahrenshoeft.de,Biogas Ahrenshöft GmbH ＆ Co.KG,1,ABR947484661856,False
ABR921399940954,Biogas Alerheim OHG,info@biogas-alerheim.de,09085960933,,Biogas Alerheim OHG,1,ABR921399940954,False
ABR960513754374,Biogas Alte Au GmbH ＆ Co. KG,michael-christine@freenet.de,04666-482,,Biogas Alte Au GmbH ＆ Co. KG,1,ABR960513754374,False
ABR987738398435,Biogas Altena,Info@Meine-Claus.de,039205/9122,www.biogas-altena.de,Biogas Altena,1,ABR987738398435,False
ABR982484619544,Biogas Altentreptow,h.themann@envitec-biogas.de,04442-80105110,,Biogas Altentreptow,1,ABR982484619544,False
ABR915919461999,Biogas Altheim GmbH ＆ Co. KG,lauer.bernd@t-online.de,06285-385,,Biogas Altheim GmbH ＆ Co. KG,1,ABR915919461999,False
ABR908572834446,Biogas Ambergen GmbH & Co. KG,gelhausldw@t-online.de,04444/755,,Biogas Ambergen GmbH & Co. KG,1,ABR908572834446,False
ABR942599915313,Biogas Andresen GmbH ＆ Co. KG.,info@solar-andresen.de,01719769949,,Biogas Andresen GmbH ＆ Co. KG.,1,ABR942599915313,False
ABR939411623945,Biogas Angern GmbH ＆ Co. KG,m.vonLehmden@envitec-biogas.de,04442/8016-6111,,Biogas Angern GmbH ＆ Co. KG,1,ABR939411623945,False
ABR976452804278,Biogas Arnschwang,xm@firma-macht.de,+49997794100,,Biogas Arnschwang,1,ABR976452804278,False
ABR980210064392,Biogas Asam GbR,asam.josef@gmail.com,,,Biogas Asam GbR,1,ABR980210064392,False
ABR974147363932,Biogas Asche KG,klinges@web.de,055051426,,Biogas Asche KG,1,ABR974147363932,False
ABR920956223530,Biogas Aumeier GmbH ＆Co.KG,richardaumeier@t-online.de,094421440,,Biogas Aumeier GmbH ＆Co.KG,1,ABR920956223530,False
ABR976892287389,Biogas BB GbR,,,,Biogas BB GbR,1,ABR976892287389,False
ABR968038860327,Biogas Bad Waldliesborn GmbH u. Co. KG,,,,Biogas Bad Waldliesborn GmbH & Co. KG,1,ABR968038860327,False
ABR937870963763,Biogas Bader,info@biogas-bader.de,073228514,,Biogas Bader,1,ABR937870963763,False
ABR976185221465,Biogas Bader GmbH,bader.margot@arcor.de,01743792338,,Biogas Bader GmbH,1,ABR976185221465,False
ABR936867939293,Biogas Bakenhus Christoph Reinke,sandrareinke@t-online.de,017644558208,,Biogas Bakenhus Christoph Reinke,1,ABR936867939293,False
ABR912795910467,Biogas Bakum GmbH ＆ Co. KG,,,,Biogas Bakum GmbH ＆ Co. KG,1,ABR912795910467,False
ABR972907455248,Biogas Barelmann,barelmann@gmx.net,04407717309,,Biogas Barelmann,1,ABR972907455248,False
ABR985845730773,Biogas Bartels GmbH ＆ Co.KG,,,,Biogas Bartels GmbH ＆ Co.KG,1,ABR985845730773,False
ABR944445161509,Biogas Barum,h.fehling@gmx.de,04133-8662,,Biogas Barum,1,ABR944445161509,False
ABR976716388780,Biogas Behrenhoff GmbH ＆ Co. KG,,,,Biogas Behrenhoff GmbH ＆ Co. KG,1,ABR976716388780,False
ABR915316260461,Biogas Beilstein GmbH ＆ Co. KG,,,,Biogas Beilstein GmbH ＆ Co. KG,1,ABR915316260461,False
ABR919750642463,Biogas Berger GbR,peter.berger@biogas-berger.de,07755/8525,,Biogas Berger GbR,1,ABR919750642463,False
ABR967128954014,Biogas Berghausen GmbH ＆ Co. KG,biogasberghausen@web.de,,,Biogas Berghausen GmbH ＆ Co. KG,1,ABR967128954014,False
ABR914878673290,Biogas Besendorf GmbH ＆ Co. KG,,,,Biogas Besendorf GmbH ＆ Co. KG,1,ABR914878673290,False
ABR938909725314,Biogas Beuster GmbH ＆ Co. KG,twestermann@web.de,0173/7225064,,Biogas Beuster GmbH ＆ Co. KG,1,ABR938909725314,False
ABR915413626610,Biogas Birkenhof,rudolfdillinger@web.de,01727702106,,Biogas Birkenhof,1,ABR915413626610,False
ABR902615714610,Biogas Bischheim GmbH＆Co.KG,mark.landfried@gmx.de,06352719433,,Biogas Bischheim GmbH＆Co.KG,1,ABR902615714610,False
ABR906174193015,Biogas Bisingen UG ＆ Co. KG,biogas-bisingen@outlook.com,07454949820,,Biogas Bisingen UG ＆ Co. KG,1,ABR906174193015,False
ABR960898741150,Biogas Blokken GmbH ＆ Co.KG,,,,Biogas Blokken GmbH ＆ Co.KG,1,ABR960898741150,False
ABR939434659020,Biogas Blomenkoog GmbH ＆ Co. KG,hof-blomenkoog@gmx.de,,,Biogas Blomenkoog GmbH ＆ Co. KG,1,ABR939434659020,False
ABR916677804547,Biogas Bockhorn BetriebsGmbH ＆ Co Kg,Info@eichholzagrar.de,01702111637,,Biogas Bockhorn BetriebsGmbH ＆ Co Kg,1,ABR916677804547,False
ABR902694272728,Biogas Bohmstedt GmbH ＆ Co. KG,biogas-bohmstedt@t-online.de,01719952629,,Biogas Bohmstedt GmbH ＆ Co. KG,1,ABR902694272728,False
ABR937929149100,Biogas Bonrechtern GmbH,,,,Biogas Bonrechtern GmbH,1,ABR937929149100,False
ABR981393912593,Biogas Borgholz GmbH,chrisoph@hof-naegeler.de,01712826031,,Biogas Borgholz GmbH,1,ABR981393912593,False
ABR976914480736,Biogas Borgisdorf GmbH＆Co KG,horn-borgisdord@t-online.de,03374680556,,Biogas Borgisdorf GmbH＆Co KG,1,ABR976914480736,False
ABR925166940284,Biogas Borgmann GbR,ralf.borgmann@ewetel.net,,,Biogas Borgmann GbR,1,ABR925166940284,False
ABR934962363906,Biogas Borgstedt I GmbH ＆ Co. KG,info@gut-borgstedt.de,04273-94364,,Biogas Borgstedt I GmbH ＆ Co. KG,1,ABR934962363906,False
ABR986895488614,Biogas Borgstedt II GmbH ＆ Co. KG,info@gut-borgstedt.de,0427394364,,Biogas Borgstedt II GmbH ＆ Co. KG,1,ABR986895488614,False
ABR954617187916,Biogas Borstel GmbH ＆ Co. KG,,,,Biogas Borstel GmbH ＆ Co. KG,1,ABR954617187916,False
ABR966993254212,Biogas Braderup Hansen und Petersen GmbH＆CoKG,P.M.PETERSEN@T-ONLINE.DE,01752448614,,Biogas Braderup Hansen und Petersen GmbH＆CoKG,1,ABR966993254212,False
ABR934841035405,Biogas Brakel,m.tietz@envitec-biogas.de,04442-8016 6453,,Biogas Brakel,1,ABR934841035405,False
ABR970118559922,Biogas Brandl GbR Josef Blüml und Christian Freudlsperger,j.blueml@hq-fleisch.de,08679/916899-0,,Biogas Brandl GbR Josef Blüml und Christian Freudlsperger,1,ABR970118559922,False
ABR902361723225,Biogas Breese i.d. Marsch (BBM) GbR,,,,Biogas Breese i.d. Marsch (BBM) GbR,1,ABR902361723225,False
ABR991797804080,Biogas Brehna GmbH ＆ Co. KG,,,,Biogas Brehna GmbH ＆ Co. KG,1,ABR991797804080,False
ABR929507254481,Biogas Bresegard,enno.brader@ewetel.net,04461-2336,,Biogas Bresegard,1,ABR929507254481,False
ABR901758174299,Biogas Brockhof GmbH ＆ Co. KG;,bga@gut-brockhof.de,,,Biogas Brockhof GmbH ＆ Co. KG;,1,ABR901758174299,False
ABR918825541427,Biogas Brundorf KG,biogasbrundorf@gmail.com,04209-9319236,,Biogas Brundorf KG,1,ABR918825541427,False
ABR956470594078,Biogas Brümmer,fam.bruemmer@t-online.de,,,Biogas Brümmer,1,ABR956470594078,False
ABR984027395656,Biogas Brünen,info@huferhof.de,01714176751,,Biogas Brünen,1,ABR984027395656,False
ABR979522673514,Biogas Businees Energy S.A.,loesche@emission-control.de,01713152607,,Biogas Businees Energy S.A.,1,ABR979522673514,False
ABR926125865709,Biogas Bächt GbR,sebastian.baecht@gmail.com,056846642,,Biogas Bächt GbR,1,ABR926125865709,False
ABR987402315256,Biogas Böddenstedt,h.themann@envitec-biogas.de,04442-80105110,,Biogas Böddenstedt,1,ABR987402315256,False
ABR971327132852,Biogas Böhm GbR,,,,Biogas Böhm GbR,1,ABR971327132852,False
ABR921551953167,Biogas Bönebüttel GmbH ＆ Co. KG,info@reiterhof-loop.de,04321-29399,,Biogas Bönebüttel GmbH ＆ Co. KG,1,ABR921551953167,False
ABR911357595340,Biogas Bönen GmbH ＆ Co. KG,biogasboenen@gmx.de,,,Biogas Bönen GmbH ＆ Co. KG,1,ABR911357595340,False
ABR959745747681,Biogas Böning,boening@potzwenden.de,05508/92247,,Biogas Böning,1,ABR959745747681,False
ABR901541797261,Biogas Bühren GmbH ＆ Co. KG,frank_hohnholt@web.de,04434252,,Biogas Bühren GmbH ＆ Co. KG,1,ABR901541797261,False
ABR914890414833,Biogas Bülow GmbH,biogasbuelow@gmx.de,,,Biogas Bülow GmbH,1,ABR914890414833,False
ABR950312664042,Biogas Büter ＆ Heymann GmbH ＆ Co.KG,,,,Biogas Büter ＆ Heymann GmbH ＆ Co.KG,1,ABR950312664042,False
ABR920149834789,Biogas Carstensen GmbH ＆ Co. KG,s.soenksen@gp-joule.de,046716074133,,Biogas Carstensen GmbH ＆ Co. KG,1,ABR920149834789,False
ABR916499884543,Biogas Christian Jürgensen KG,,,,Biogas Christian Jürgensen KG,1,ABR916499884543,False
ABR985394193937,Biogas Clausen-Hansen,biogas@clausen-hansen.com,01741896293,,Biogas Clausen-Hansen,1,ABR985394193937,False
ABR993406818143,Biogas Claussen GbR,henryclaussen@t-online.de,04708/334,,Biogas Claussen GbR,1,ABR993406818143,False
ABR911182177483,Biogas Cornau GmbH ＆ Co. KG,hagedorn-biogas@gmx.de,05445-1828,,Biogas Cornau GmbH ＆ Co. KG,1,ABR911182177483,False
ABR939702139704,Biogas DKB GmbH ＆ Co.KG,,,,Biogas DKB GmbH ＆ Co.KG,1,ABR939702139704,False
ABR993686935578,Biogas Dambeck GmbH ＆ Co. KG,,,,Biogas Dambeck GmbH ＆ Co. KG,1,ABR993686935578,False
ABR968529598746,Biogas Deblinghausen,,,,Biogas Deblinghausen,1,ABR968529598746,False
ABR934796051451,Biogas Degu GmbH,,,,Biogas Degu GmbH,1,ABR934796051451,False
ABR934518181565,Biogas Deindrup GmbH ＆ Co. KG,,,,Biogas Deindrup GmbH ＆ Co. KG,1,ABR934518181565,False
ABR915496703680,Biogas Deinste GmbH ＆ Co. KG,,,,Biogas Deinste GmbH ＆ Co. KG,1,ABR915496703680,False
ABR921135576133,Biogas Deister,,,,Biogas Deister,1,ABR921135576133,False
ABR918522182114,Biogas Depot GmbH ＆ Co. KG,,,,Biogas Depot GmbH ＆ Co. KG,1,ABR918522182114,False
ABR914943338345,Biogas Detering GmbH,biogas-detering@power.ms,016090733275,,Biogas Detering GmbH,1,ABR914943338345,False
ABR905702905960,Biogas Diekjakobs GbR,,,,Biogas Diekjakobs GbR,1,ABR905702905960,False
ABR940946156402,Biogas Diez-Stinn GmbH ＆ Co. KG,info@diez-stinn.de,02206 919823,,Biogas Diez-Stinn GmbH ＆ Co. KG,1,ABR940946156402,False
ABR973257986581,Biogas Dirkes GmbH ＆ Co.KG,sicherheit@envitec-biogas.de,0444280168100,,Biogas Dirkes GmbH ＆ Co.KG,1,ABR973257986581,False
ABR936803885943,Biogas Dishley,h.themann@envitec-biogas.de,04442-80105110,,Biogas Dishley,1,ABR936803885943,False
ABR900237509133,Biogas Donauried GmbH ＆ Co. KG,berchtenbreiter.e-e@t-online.de,09071/7033374,,Biogas Donauried GmbH ＆ Co. KG,1,ABR900237509133,False
ABR912610155417,Biogas Dornsode GmbH ＆ Co. KG,rainer.soehl@t-online.de,04765920087,,Biogas Dornsode GmbH ＆ Co. KG,1,ABR912610155417,False
ABR969394112907,Biogas Dorum GmbH u. Co.KG,hof.stuertz@t-online.de,04742 8617,,Biogas Dorum GmbH & Co. KG,1,ABR969394112907,False
ABR929367274490,Biogas Drostenplatz GmbH ＆ Co KG,info@rentamt-luetetsburg.de,04931-4254,,Biogas Drostenplatz GmbH ＆ Co KG,1,ABR929367274490,False
ABR978117258389,Biogas Ducherow GmbH,peter.choyna@e-dis.de,030 634 119 441,,Biogas Ducherow GmbH,1,ABR978117258389,False
ABR942123072932,Biogas Duderstadt GmbH ＆ Co KG,michael.rittmeier@ottobock.de,05527/8481692,,Biogas Duderstadt GmbH ＆ Co KG,1,ABR942123072932,False
ABR959535777126,Biogas Döberlitz GmbH＆Co.KG,,,,Biogas Döberlitz GmbH＆Co.KG,1,ABR959535777126,False
ABR945985458746,Biogas Dörpum GmbH ＆ Co. KG,schmidt-doerpum@web.de,0176/40118065,,Biogas Dörpum GmbH ＆ Co. KG,1,ABR945985458746,False
ABR906412266198,Biogas Dürr GbR,,,,Biogas Dürr GbR,1,ABR906412266198,False
ABR996992802374,Biogas Düste GmbH ＆ Co. KG,biogasdueste@web.de,0151-56188162,,Biogas Düste GmbH ＆ Co. KG,1,ABR996992802374,False
ABR962934304466,Biogas Eggebek GmbH,nina.harwardt@loick-bioenergie.de,02369989822,,Biogas Eggebek GmbH,1,ABR962934304466,False
ABR982999694050,Biogas Eggershof Haßmoor GmbH ＆ Co. KG,info@hof-uhlenhorst.de,,,Biogas Eggershof Haßmoor GmbH ＆ Co. KG,1,ABR982999694050,False
ABR997884358597,Biogas Eibau GmbH,Agrar-eG-Eibau@t-online.de,03586-30330,,Biogas Eibau GmbH,1,ABR997884358597,False
ABR922145596234,Biogas Eichberg GmbH ＆ CoKG,Biogas-Eichberg@gmx.de,05151/15896,,Biogas Eichberg GmbH ＆ CoKG,1,ABR922145596234,False
ABR985403535260,Biogas Eisborn,,,,Biogas Eisborn,1,ABR985403535260,False
ABR974811334794,Biogas Ellund UG ＆ Co.KG,,,,Biogas Ellund UG ＆ Co.KG,1,ABR974811334794,False
ABR932932351960,Biogas Elm,f.hinken@envitec-biogas.de,04442-80106500,,Biogas Elm,1,ABR932932351960,False
ABR998446284071,Biogas Elmholz GmbH ＆ Co. KG,,,,Biogas Elmholz GmbH ＆ Co. KG,1,ABR998446284071,False
ABR916280666662,Biogas Empen GmbH ＆ Co. KG,holm.empen.gbr@gmail.com,048429008001,,Biogas Empen GmbH ＆ Co. KG,1,ABR916280666662,False
ABR988137730925,Biogas Engerheide GmbH ＆ Co. KG,biogas-engerheide@gmx.de,04662699993,,Biogas Engerheide GmbH ＆ Co. KG,1,ABR988137730925,False
ABR945495593456,Biogas Eschershausen GmbH ＆ Co. Kg.,,,,Biogas Eschershausen GmbH ＆ Co. Kg.,1,ABR945495593456,False
ABR998153665026,Biogas Eschhof GmbH ＆ Co. KG,eschhof@t-online.de,03526490435,www.biogaseschhof.de,Biogas Eschhof GmbH ＆ Co. KG,1,ABR998153665026,False
ABR951837343382,Biogas Esser GmbH ＆ Co. KG,esser.hechendorf@t-online.de,034672/60339,,Biogas Esser GmbH ＆ Co. KG,1,ABR951837343382,False
ABR954486979582,Biogas Exter,beiunsgehtsrund@gmx.de,0151-18475359,,Biogas Exter,1,ABR954486979582,False
ABR915625228213,Biogas Fagensberg 2 GmbH & Co. KG,j.j.carstensen@t-online.de,04846-1501,,Biogas Fagensberg 2 GmbH & Co. KG,1,ABR915625228213,False
ABR989903931850,Biogas Fagensberg l GmbH ＆ Co.KG,j.j.carstensen@t-online.de,01795274036,,Biogas Fagensberg l GmbH ＆ Co.KG,1,ABR989903931850,False
ABR908561861965,Biogas Falkenberg,s.bunse@envitec-biogas.de,04442-80166503,,Biogas Falkenberg,1,ABR908561861965,False
ABR962695398179,Biogas Fehmarn Ost GmbH ＆ Co KG,a.riessen@gmx.de,04371-3295,,Biogas Fehmarn Ost GmbH ＆ Co KG,1,ABR962695398179,False
ABR966528204712,Biogas Fehrenbötel GmbH ＆ Co. KG,,,,Biogas Fehrenbötel GmbH ＆ Co. KG,1,ABR966528204712,False
ABR926725446346,Biogas Feldheim GmbH ＆ Co. KG,info@energiequelle.de,+49 33769 871500,,Biogas Feldheim GmbH ＆ Co. KG,1,ABR926725446346,False
ABR917101479089,Biogas Fetsch GbR,andreas.fetsch@t-online.de,09091/626,,Biogas Fetsch GbR,1,ABR917101479089,False
ABR993332575424,Biogas Forst,f.hinken@envitec-biogas.de,04442-80106500,,Biogas Forst,1,ABR993332575424,False
ABR928541565133,Biogas Fortwengel GmbH ＆ Co KG,,,,Biogas Fortwengel GmbH ＆ Co KG,1,ABR928541565133,False
ABR992526992535,Biogas Freke GbR,thomas.freke1@ewetel.net,04494334,,Biogas Freke GbR,1,ABR992526992535,False
ABR917199378578,Biogas Frelsdorf GmbH ＆ Co. KG,info@bremer-agrarkultur.de,047498534,,Biogas Frelsdorf GmbH ＆ Co. KG,1,ABR917199378578,False
ABR942592171754,Biogas Fresenhagen GmbH ＆ Co. KG,biogas-engerheide@gmx.de,04882699993,,Biogas Fresenhagen GmbH ＆ Co. KG,1,ABR942592171754,False
ABR904369345355,Biogas Freudenberg GmbH ＆ Co. KG,boetel@gmx.net,01727523601,,Biogas Freudenberg GmbH ＆ Co. KG,1,ABR904369345355,False
ABR936220996956,Biogas Friedland,,,www.envitec-biogas.de,Biogas Friedland,1,ABR936220996956,False
ABR990447688902,Biogas Friedland GmbH ＆ Co. KG,biogas.friedland@gmx.de,03971/258322,,Biogas Friedland GmbH ＆ Co. KG,1,ABR990447688902,False
ABR956347895246,Biogas Froschham GmbH ＆ Co. KG,johannriemensperger@yahoo.de,082518874518,,Biogas Froschham GmbH ＆ Co. KG,1,ABR956347895246,False
ABR960035229015,Biogas Fröhlich GbR,bauernhof-froehlich@gmx.de,08433920232,,Biogas Fröhlich GbR,1,ABR960035229015,False
ABR999364646910,Biogas Fuhsetal GmbH ＆ Co. KG,christian.soechtig@biogas-fuhsetal.de,05344 8039 373,,Biogas Fuhsetal GmbH ＆ Co. KG,1,ABR999364646910,False
ABR914261173567,Biogas G. ＆ I. Lansink GbR,LWBG-Lansink-GbR@t-online.de,03492720293,,Biogas G. ＆ I. Lansink GbR,1,ABR914261173567,False
ABR983629325832,Biogas Gablingen GbR,,,,Biogas Gablingen GbR,1,ABR983629325832,False
ABR963162254493,Biogas Gallin I GmbH ＆ Co. KG,m.vonLehmden@envitec-biogas.de,04442/8016-6111,,Biogas Gallin I GmbH ＆ Co. KG,1,ABR963162254493,False
ABR974029785463,Biogas Gallin II GmbH ＆ Co.KG,m.vonLehmden@envitec-biogas.de,04442/8016-6111,,Biogas Gallin II GmbH ＆ Co.KG,1,ABR974029785463,False
ABR956892630965,Biogas Gartow GmbH ＆ Co. KG,biogas-gartow@t-online.de,05062 9635799,,Biogas Gartow GmbH ＆ Co. KG,1,ABR956892630965,False
ABR986555254702,Biogas GbR,hof-burgenblick@gmx.de,017664712934,,Biogas GbR,1,ABR986555254702,False
ABR953231479391,Biogas GbR Egner Xaver Egner Lucia Egner und Franz-Xaver Egner,x.egner@web.de,08847701,,Biogas GbR Egner Xaver Egner Lucia Egner und Franz-Xaver Egner,1,ABR953231479391,False
ABR940987444728,Biogas GbR Horst,balke.horst@t-online.de,01709222908,,Biogas GbR Horst,1,ABR940987444728,False
