original_id,consolidated_id,consolidated_name
ABR958093926908,ABR958093926908,Rotter Bioenergie GbR
ABR905718932790,ABR905718932790,Rottmar Agrartechnik GmbH
ABR954908426380,ABR954908426380,Roßgoderer Bioenergie GbR
ABR989984601963,ABR989984601963,Roßkamp-Rotthues GmbH ＆ Co. KG
ABR918126264292,ABR918126264292,RuBa Baers GmbH
ABR965010240139,ABR965010240139,Rudolf Kaltner Energie GbR
ABR927397147272,ABR927397147272,Rudolph Biostrom GbR
ABR924751171614,ABR924751171614,Rudolph und Schwarz GbR
ABR983979188460,ABR983979188460,Ruef-Nahwärme
ABR988165084373,ABR988165084373,Ruhland GmbH ＆ Co. KG
ABR905602812955,ABR905602812955,Ruhrverband
ABR975109931855,ABR975109931855,Rulfs BHKW Stelle GmbH ＆ Co. KG
ABR947331897438,ABR947331897438,Ruma Biogas GbR
ABR916959013117,ABR916959013117,Rupert Meilner u. Sohn GbR
ABR999621194383,ABR999621194383,Rupert und Adelheid Rahm GbR
ABR913404715336,ABR913404715336,Rupert ＆ Dr. Josefine Hagn GbR
ABR911672196918,ABR911672196918,Ruping Energie GmbH ＆ Co. KG
ABR963109534657,ABR963109534657,Rupp Energie
ABR990950398220,ABR990950398220,Ruschmeyer Biogas GbR
ABR987554003599,ABR987554003599,Rutensteiner Bioenergie Gmbh＆Co.KG
ABR916326232967,ABR916326232967,Ruth Lohmann
ABR926425831978,ABR926425831978,Ruthenbecker Veredelungs GmbH ＆ Co. KG
ABR953506366654,ABR953506366654,Rutz und Kapp Bioenergie GmbH ＆ Co. KG
ABR926419955956,ABR926419955956,Ruwe-Kaup GmbH ＆ Co KG
ABR980211843248,ABR980211843248,Rytec GmbH
ABR947553448722,ABR947553448722,Rädge ＆ Gunkel KG
ABR965935031997,ABR965935031997,Röder Hubert und Andreas Naturenergie GbR
ABR914326541737,ABR914326541737,Röderland GmbH
ABR969304061882,ABR969304061882,Römer Bioenergie Erzeugung u. Vermarktung GmbH ＆ Co. KG
ABR975363273418,ABR975363273418,Röring Bioenergie KG
ABR904486014981,ABR904486014981,Rösch Terra GmbH
ABR932570081052,ABR932570081052,Rösing GbR
ABR915805643942,ABR915805643942,Rück Biogas GmbH ＆ Co. KG
ABR951763692059,ABR951763692059,Rühl GbR
ABR976881357925,ABR976881357925,Rümland Biogas GmbH ＆ Co. KG
ABR935014608761,ABR935014608761,Rüsterbergen Biogas GmbH ＆ Co. KG
ABR930265356393,ABR930265356393,S + L Bioenergie GmbH
ABR980711357399,ABR980711357399,S ＆ O Biogas GmbH ＆ Co. KG
ABR937987546491,ABR937987546491,S ＆ W Raken GmbH ＆ Co. KG
ABR907615913964,ABR907615913964,S+H Biogas GbR
ABR903898330870,ABR903898330870,S+R Bioenergie GbR
ABR925028607102,ABR925028607102,S-W-Z Biogas GmbH ＆ Co.KG
ABR996594902304,ABR996594902304,S. Bauer Bioenergie GmbH ＆ Co. KG
ABR993009300540,ABR993009300540,S. u. B. Freitag Biogas GbR
ABR926117711076,ABR926117711076,S.E Energie GmbH & Co. KG
ABR959384635707,ABR959384635707,SABS-GmbH
ABR943310923617,ABR943310923617,SAG Sadisdorfer Agrar AG
ABR938787014425,ABR938787014425,SAHO Energie GmbH
ABR937024359985,ABR937024359985,SAHO Kraft - Wärme UG (haftungsbeschränkt)
ABR995226065219,ABR995226065219,SAS Schneider Agrar Service GmbH
ABR911316756416,ABR911316756416,SAT-BHKW-FFO-Mailach GmbH＆Co.KG
ABR914268450760,ABR914268450760,SB Solar Bardenitz
ABR980581604562,ABR980581604562,SBG GmbH ＆ Co. KG
ABR983312704074,ABR983312704074,SBM GmbH
ABR956163661216,ABR956163661216,SBW Biogas Lelbach GmbH
ABR900020220917,ABR900020220917,SDE Biogas GmbH ＆ Co. KG
ABR930332146612,ABR930332146612,SE-MI Bioenergie
ABR976396908070,ABR976396908070,SE-TECH Energie GmbH ＆ Co. KG
ABR946901062474,ABR946901062474,SE-TECH energielenker GmbH ＆ Co. KG
ABR935329103647,ABR935329103647,SEB-Solar Energie ＆ Biowärme
ABR937325884971,ABR937325884971,SEF-Energietechnik GmbH
ABR997648250792,ABR997648250792,SEFE Storage GmbH
ABR920512852037,ABR920512852037,SES Bioenergie GbR
ABR974061719655,ABR974061719655,SES Bioenergie Weinheim Gbr
ABR940430796596,ABR940430796596,SES Biogas GmbH ＆ Co KG
ABR955538708297,ABR955538708297,SEVA-tec GmbH
ABR908265101213,ABR908265101213,SEWA GbR
ABR971746605197,ABR971746605197,SF-Biogas GmbH ＆ Co.KG
ABR932254951930,ABR932254951930,SG Biogas GmbH ＆ Co.KG
ABR902062723906,ABR902062723906,SGS Bioenergie GmbH ＆ Co. KG
ABR907118531221,ABR907118531221,SH Biogaserzeugung Hülseburg GmbH ＆ Co.KG
ABR943486742616,ABR943486742616,SHJ Eßer GbR
ABR900480835683,ABR900480835683,SHW GmbH ＆ Co.KG
ABR923686914693,ABR923686914693,SHZ Stedtener Holzzentrum GmbH
ABR980944946568,ABR980944946568,SIS Bioenergie GbR
ABR917599490368,ABR917599490368,SJS Biogas GmbH ＆ Co.KG
ABR909968819528,ABR909968819528,SK Biogas Produktions GmbH ＆ Co. KG
ABR947102982547,ABR947102982547,SK-Agrardienstleistungs Gbr.
ABR918582293829,ABR918582293829,SKS Schulze König Ferkelaufzucht KG
ABR960612825029,ABR960612825029,SKS Schulze König Zucht- und Nutztiere GmbH ＆ Co.KG
ABR967590850968,ABR967590850968,SKW Biogas GmbH
ABR985690379400,ABR985690379400,SKW Speicherkraftwerk GmbH
ABR980428673447,ABR980428673447,SL Energie GmbH
ABR978797016804,ABR978797016804,SL Gartenbau GmbH
ABR997962300838,ABR997962300838,SL Schwanteland GmbH
ABR975961829284,ABR975961829284,SLK-Kliniken Heilbronn GmbH
ABR968637497757,ABR968637497757,SM Energy Ökostrom GmbH
ABR984143895771,ABR984143895771,SME Kraftwerke GmbH
ABR904671901713,ABR904671901713,SME Kraftwerke Vermögensverwaltung GmbH ＆ Co. KG
ABR987754028002,ABR987754028002,SMH-Biogas GmbH ＆ Co. KG
ABR987908728673,ABR987908728673,SMS Besitz GmbH ＆ Co KG
ABR994375741173,ABR994375741173,SNW GmbH ＆ Co. KG
ABR944470827609,ABR944470827609,SONAT Strobl GmbH ＆ Co KG
ABR970850911620,ABR970850911620,SOWAG mbH
ABR989316016533,ABR989316016533,SP Energie GmbH ＆ Co. KG
ABR955018592637,ABR955018592637,SP Power GbR
ABR954233229144,ABR954233229144,SSB Energie GmbH ＆ Co. KG
ABR907734546005,ABR907734546005,ST-Bioenergie GmbH ＆ Co.KG.
ABR902498975726,ABR902498975726,STADTWERKE KELHEIM GmbH ＆ Co KG
ABR944096107796,ABR944096107796,STAWAG – Stadt- und Städteregionswerke Aachen AG
ABR993086785032,ABR993086785032,STK-Biogas GbR
ABR978160064531,ABR978160064531,STOBIO GmbH ＆ Co.KG
ABR905413293967,ABR905413293967,STRUWA Biogas GmbH ＆ Co. KG
ABR917758213968,ABR917758213968,SVE GmbH
ABR940706431664,ABR940706431664,SW Biogas GmbH ＆ Co KG
ABR981158457680,ABR981158457680,SWD Bioenergie GbR
ABR900219991277,ABR900219991277,SWE Verwertung GmbH
ABR984576762947,ABR984576762947,SWF GbR
ABR907670171910,ABR907670171910,SWISS KRONO TEX
ABR931138923605,ABR931138923605,SWK ENERGIE GmbH
ABR948070381080,ABR948070381080,SWM Services GmbH
ABR926412045777,ABR926412045777,SWP Stadtwerke Pforzheim
ABR950379943371,ABR950379943371,SWS Energie GmbH
ABR957841327066,ABR957841327066,SWS Natur GmbH
ABR955909751808,ABR955909751808,SWT Stadtwerke Trier Versorgungs-GmbH
ABR918341014306,ABR918341014306,SWU Energie GmbH
ABR969817603722,ABR969817603722,SWW Wunsiedel GmbH
ABR984197294612,ABR969817603722,SWW Wunsiedel GmbH
ABR918923216883,ABR918923216883,SZ Energy GmbH
ABR990907879833,ABR990907879833,SZM Energie R.Ulferts
ABR917974398920,ABR917974398920,Saalower Mast GmbH
ABR959572899683,ABR959572899683,Saat-Energie-FH GmbH
ABR916198639970,ABR916198639970,SachsenEnergie AG
ABR984166103044,ABR984166103044,Sachsenkraft GmbH
ABR928260542194,ABR928260542194,Sachsenwald Energy
ABR959564218416,ABR959564218416,Sackmann Forst ＆ Energie GmbH
ABR937308752631,ABR937308752631,Saergas GmbH  ＆ Co. KG
ABR921592169893,ABR921592169893,Saggau S＆W GmbH ＆ Co. KG
ABR947659188324,ABR947659188324,Saile Energie GbR
ABR909358340618,ABR909358340618,Sailer Biogas GbR
ABR997057002807,ABR997057002807,Salzberger Biogas GbR
ABR918311090903,ABR918311090903,Samtgemeinde Gellersen
ABR981534157470,ABR981534157470,Samtgemeinde Mittelweser
ABR973050954718,ABR973050954718,Samtgemeinde Zeven
ABR988990973187,ABR988990973187,Sandbrink GmbH ＆ Co KG
ABR977130417407,ABR977130417407,Sandering Energie GmbH ＆ Co. KG
ABR996799384820,ABR996799384820,Sandsteinhof Kückmann Biogas GmbH＆Co.KG
ABR914055540148,ABR914055540148,Sangestrom KG
ABR947227410345,ABR947227410345,Sappi Alfeld
ABR903459933366,ABR903459933366,Sappi Ehingen GmbH
ABR929338870607,ABR929338870607,Sarnekower Bioenergie GmbH ＆ Co. KG
ABR946448866290,ABR946448866290,Satellit Bioenergie Öschhof
ABR954126941016,ABR954126941016,Satelliten-BHKW Weiler am See GmbH＆Co KG
ABR902084182989,ABR902084182989,Satzger Nah- und Fernwärme-GmbH ＆ Co. KG
ABR992187811633,ABR992187811633,Saubach Biogas GmbH ＆ Co. KG
ABR912333009004,ABR912333009004,Sauenhaltung Farnstädt GmbH ＆ Co. KG
ABR973158877544,ABR973158877544,Sauenhaltung Thierbach GmbH
ABR926746548807,ABR926746548807,Sauenzuchtanlage Nebelschütz GmbH
ABR904267445416,ABR904267445416,Sauer Energie
ABR971348424837,ABR971348424837,Sauerland Energie GmbH
ABR944144946841,ABR944144946841,Sauerwein Biogas GbR
ABR935815893182,ABR935815893182,Sauter Naturstrom GmbH＆Co.KG
ABR987416098770,ABR987416098770,Sautter Biogas GbR
ABR986632769402,ABR986632769402,Savarpa Bioenergie GmbH ＆ Co. KG
ABR923888347312,ABR923888347312,Sax Christian Biogas GbR
ABR930262263052,ABR930262263052,Sax Johann Biogas Gbr
ABR956818657618,ABR956818657618,Schachner Energie GbR
ABR953023663885,ABR953023663885,Schad Biogas OHG
ABR970771052655,ABR970771052655,Schadehorn Biogas GmbH ＆ Co. KG
ABR994106589654,ABR994106589654,Schafbauer BHKW GbR
ABR991411997075,ABR991411997075,"Schapfel GbR,  Michael und Anna Schreff"
ABR948268899830,ABR948268899830,Scharl E＆T GbR
ABR978686956099,ABR978686956099,Scharlhof-Energie Johannes Stein
ABR911567130256,ABR911567130256,Scharrer Blockheizkraftwerk GmbH
ABR929732806455,ABR929732806455,Schefold Biogas GbR
ABR972835276038,ABR972835276038,Scheibengraber Xaver und Stefan GbR
ABR910891758266,ABR910891758266,Scheibinger GbR
ABR950496619425,ABR950496619425,Scheifele ＆ Wollmann Biogas GmbH
ABR916984527139,ABR916984527139,Scheitz Biogas GbR
ABR941031627692,ABR941031627692,Scherer u. Häge GbR
ABR986198662407,ABR986198662407,Scheuerer Bioenergie GbR
ABR937186963358,ABR937186963358,Scheufele Markus und Elisabeth GbR
ABR975730479252,ABR975730479252,Schick GmbH ＆ Co. KG
ABR954445372638,ABR954445372638,Schick Motoren- und Ersatzteilservice GmbH
ABR921791322839,ABR921791322839,Schildenergie GmbH ＆ Co. KG
ABR933219711118,ABR933219711118,Schill GbR
ABR907593134504,ABR907593134504,Schilling Gbr Biogas
ABR954342942088,ABR954342942088,Schillmöller Immobilien GmbH & Co. KG
ABR979400332571,ABR979400332571,Schimmel Energie KG
ABR924154052749,ABR924154052749,Schimpfle GbR
ABR947603719420,ABR947603719420,Schlag Biogas GbR
ABR950303001689,ABR950303001689,Schlarmann ＆ Lückmann Biogas GmbH ＆ Co. KG
ABR975402484959,ABR975402484959,Schlatthof GbR Johannes und Markus Wehrle
ABR971614422604,ABR975402484959,Schlatthof GbR Johannes und Markus Wehrle
ABR990117699405,ABR990117699405,Schlatthütter Naturstrom GmbH ＆co.KG
ABR999998838446,ABR999998838446,Schlechte Biogas GmbH ＆ Co. KG
ABR949853193272,ABR949853193272,Schleich Biogas GbR
ABR999943560767,ABR999943560767,Schlereth Biogas GbR
ABR950009427530,ABR950009427530,Schlesische Agrargenossenschaft Daubitz e.G.
ABR901520596564,ABR901520596564,Schlickenrieder Biogas GbR
ABR934437963945,ABR934437963945,Schliemann GmbH ＆ Co. KG
ABR935556053098,ABR935556053098,Schloss Hohen Luckow GmbH
ABR983736631406,ABR983736631406,"Schloss Hohenkammer GmbH, Gut Eichethof,"
ABR968139306564,ABR968139306564,Schlossenergie GmbH ＆ Co. KG
ABR980833065899,ABR980833065899,Schlosshof Gaum GbR
ABR995024050080,ABR995024050080,Schlögel Kraftwerks GbR
ABR930699442570,ABR930699442570,Schlüter Biogas UG (haftungsbeschränkt) ＆ Co. KG
ABR962433537389,ABR962433537389,Schmelz GbR
ABR940230329741,ABR940230329741,Schmid & Beer GbR
ABR935494608756,ABR935494608756,Schmid AGRO GmbH ＆ Co.KG
ABR952502224388,ABR952502224388,Schmid Besitzunternehmen Michael Schmid
ABR918152499156,ABR918152499156,Schmid Bioenergie GbR
ABR997717945185,ABR997717945185,Schmid Bioenergie GmbH ＆ Co. KG
ABR993059506992,ABR993059506992,Schmid Biostrom GbR
ABR944325172700,ABR944325172700,Schmid Energie GbR
ABR980703729500,ABR980703729500,Schmid GmbH
ABR959824149689,ABR959824149689,Schmidinger Energiehof GbR
ABR984146244279,ABR984146244279,Schmidt Agrar GmbH
ABR915465850964,ABR915465850964,Schmidt Biogas
ABR941947332680,ABR941947332680,Schmidt Biogas GbR
ABR964396372823,ABR964396372823,Schmidt Energie GmbH ＆ Co. KG
ABR926256841641,ABR926256841641,Schmitt Lohn und Energie GbR
ABR935217920707,ABR935217920707,Schmitz Agrarenergie GmbH ＆ Co. KG
ABR923846159353,ABR923846159353,Schmitz Naturgas GmbH ＆ Co. KG
ABR971060166091,ABR971060166091,Schnaars GbR
ABR951351850595,ABR951351850595,Schnackenberg GmbH
ABR999109935101,ABR999109935101,Schnatebüller Energie GmbH ＆ Co. KG
ABR908155484105,ABR908155484105,Schnatebüller Ökostrom GmbH ＆ Co. KG
ABR935122487401,ABR935122487401,Schneider Biogas GmbH＆Co. KG
ABR977885144610,ABR977885144610,Schneider Energie
ABR902847469890,ABR902847469890,Schneider Energie GmbH ＆ Co. KG
ABR980339670245,ABR980339670245,Schneider Energie und Dienstleistungen
ABR900082046951,ABR900082046951,Schneider GmbH
ABR919714816176,ABR919714816176,Schnepf Bauträger GmbH
ABR972290404342,ABR972290404342,Schnez Bioenergie GbR
ABR975517641841,ABR975517641841,SchoCo Bioenergie Börm GmbH ＆ Co. KG
ABR982942038573,ABR982942038573,Schoderer Biogas GbR
ABR903764289523,ABR903764289523,Scholle Biogas KG
ABR944044525900,ABR944044525900,SchollerHöflas25 GbR
ABR934749080460,ABR934749080460,Scholten-Busch Biogas GmbH＆ Co. KG
ABR948506848149,ABR948506848149,Schomakers Bioenergie GmbH＆Co.KG
ABR957264662829,ABR957264662829,Schormann GbR
ABR985332072119,ABR985332072119,Schornbuscher Biokraft GmbH ＆ Co. KG
ABR972020758264,ABR972020758264,Schotterer GbR Biogas
ABR927607553367,ABR927607553367,Schreck Biogas GmbH & Co KG
ABR912707854827,ABR912707854827,Schredl Biogas GbR
ABR929918174132,ABR929918174132,Schreiner Christian Betrieb einer Biogasanlage
ABR931709393936,ABR931709393936,Schreiner  GbR
ABR987750489388,ABR987750489388,Schreivogel
ABR909997146619,ABR909997146619,Schriefer-Gas-KG
ABR948077977682,ABR948077977682,Schroll Strom GbR
ABR915131906155,ABR915131906155,Schröder Bioenergie GmbH
ABR992735938027,ABR992735938027,Schröder Biogas GmbH
ABR902036189851,ABR902036189851,Schröder Energie GmbH ＆ Co. KG
ABR945364288476,ABR945364288476,Schröder/Böttcher GmbH ＆ Co. KG
ABR928445548539,ABR928445548539,Schubert Energie GbR
ABR939431949964,ABR939431949964,Schuchmann-Strom GbR
ABR969882605973,ABR969882605973,Schuhegger J. u. J. GbR
ABR923636264168,ABR923636264168,Schule Schloss Salem
ABR929645951808,ABR929645951808,Schulenberg Energie GmbH＆Co.KG
ABR909431468932,ABR909431468932,Schuler Energie KG
ABR954064912505,ABR954064912505,Schulte Biogas GmbH ＆ Co. KG
ABR972821701445,ABR972821701445,Schulte Spechtel Bioenergie GbR
ABR943540566882,ABR972821701445,Schulte Spechtel Bioenergie GbR
ABR905455064891,ABR905455064891,Schulte Umwelttechnik GmbH
ABR954954472270,ABR954954472270,Schultes Greenpower GbR
ABR997030570965,ABR997030570965,Schultze Brauer KG
ABR937920168247,ABR937920168247,Schulz Ulrich ＆ Christoph GbR
ABR976783398255,ABR976783398255,Schulz ＆ Peper Energie KG
ABR981314140180,ABR981314140180,Schulze Beiering Wärme GmbH ＆ Co. KG
ABR929907785516,ABR929907785516,Schulze Niehoff GmbH
ABR926200977822,ABR926200977822,Schulze-Allen Energie GbR
ABR949111435366,ABR949111435366,Schulzendorfer Bioenergie GmbH
ABR967286392260,ABR967286392260,Schupfner Biogas GbR
ABR934680381008,ABR934680381008,Schur Energie - Schur Ulrich
ABR918330416494,ABR918330416494,Schurr Energie GmbH
ABR980810864965,ABR980810864965,Schuster Biogas GbR
ABR919330497490,ABR919330497490,Schuster Biogas GmbH ＆ Co. KG
ABR991997534268,ABR991997534268,Schuster GbR
ABR955981893083,ABR955981893083,Schwab Bioenergie GbR
ABR944518781597,ABR944518781597,Schwab Energie GmbH
ABR942875510546,ABR942875510546,Schwager´s Geräteservice
ABR949248748797,ABR949248748797,Schwaiger Biogas GbR
ABR964002114076,ABR964002114076,Schwaiger Holzindustrie GmbH ＆ Co. KG
ABR974937271393,ABR974937271393,Schwalmtalwerke Anstalt öffentlichen Rechts
ABR979031546071,ABR979031546071,Schwark Biogas GbR
ABR917584299853,ABR917584299853,Schwarz Bioenergie
ABR909309059064,ABR909309059064,Schwarz Biogas GbR
ABR973114208993,ABR973114208993,SchwarzNaturenergie
ABR904409661261,ABR904409661261,Schwarzer Kamp Biogas
ABR953364627911,ABR953364627911,Schwayer Bioenergie GmbH ＆Co.KG
ABR988612524612,ABR988612524612,Schweers Bioenergie
ABR988151435547,ABR988151435547,Schweiger Biogas
ABR901473068149,ABR901473068149,Schweiger Biogas GbR
ABR951170839863,ABR951170839863,Schweiger Satelliten GmbH
ABR935641088929,ABR935641088929,"Schweineaufzucht Parkentin GbR, Photovoltaik"
ABR937677069118,ABR937677069118,Schweinemast Gerbisbach GmbH ＆ Co.KG
ABR944385375875,ABR944385375875,Schweinemast Oschätzchen GmbH
ABR930529988834,ABR930529988834,Schweineproduktion Brenkenhof GmbH
ABR962465365523,ABR962465365523,Schweineproduktion Burkersdorf GmbH
ABR945397340707,ABR945397340707,Schweineproduktion Kodersdorf GmbH
ABR985183050144,ABR985183050144,Schweinesbein Energie KG
ABR922528218814,ABR922528218814,Schweinezucht Fahrbinde GmbH
ABR916384064449,ABR916384064449,Schweinezucht Karft GmbH ＆ Co. KG
ABR903490566820,ABR903490566820,Schweinezucht Klein Laasch GmbH
ABR993156200571,ABR993156200571,Schweinezucht Neuhaus GmbH
ABR934487126321,ABR934487126321,Schweinezucht St.Michaelis GmbH
ABR972290291713,ABR972290291713,Schweinezuchtanlage Werra Obermaßfeld GmbH
ABR916658614868,ABR916658614868,Schwenke GmbH ＆ Co. KG
ABR951786418858,ABR951786418858,Schwentine Bio-Strom GmbH ＆ Co KG
ABR904513368889,ABR904513368889,Schweriner Abfallentsorgungs- und Straßenreinigungsgesellschaft mbH
ABR997420361562,ABR997420361562,Schwering Energie KG
ABR915671620917,ABR915671620917,Schwälmer Biogas GmbH ＆ Co. KG
ABR949449053171,ABR949449053171,SchwörerHaus KG
ABR927796296045,ABR927796296045,Schäferei Piroth GmbH
ABR907986493195,ABR907986493195,Schöfberger Biogas
ABR955939421634,ABR955939421634,Schönmoser Bioenergie GbR
ABR992232975396,ABR992232975396,Schüle Bioenergie GmbH ＆ Co. KG
ABR978133390223,ABR978133390223,Schütte Energizing GmbH ＆ Co. KG
ABR986612679769,ABR986612679769,Sebastian Glaser
ABR963277156217,ABR963277156217,Sebastian Thoma BHKW Lengenfeld
ABR954825584859,ABR954825584859,Sechste Biogas Felgentreu Steinhoff Betriebs GmbH ＆ Co. KG
ABR961553338968,ABR961553338968,Sedlmair Josef GbR
ABR934303509772,ABR934303509772,Sedlmeier Rudolf GmbH ＆ Co. KG
ABR955666534492,ABR955666534492,Seeagrar GmbH
ABR901318264880,ABR901318264880,Seefried Biogas GbR
ABR963590365419,ABR963590365419,Seegershof Bioenergie GBR
ABR953092316958,ABR953092316958,Seemer Bioenergie eGbR
ABR929207183715,ABR929207183715,Seenergie GmbH ＆ Co.KG
ABR905133265336,ABR905133265336,Sehano Bioenergie GmbH ＆ Co.KG
ABR965505259554,ABR965505259554,Seidfelder Bioenergie GbR
ABR935252750567,ABR935252750567,Seifersbacher Land AG
ABR969612249958,ABR969612249958,Seilbeck Photovoltaik/ Biogas GbR
ABR925252589854,ABR925252589854,Seiml-Hof gGmbH
ABR947046286220,ABR947046286220,Seisenberger Biostrom GbR
ABR997999111452,ABR997999111452,Seitzer Biogas GbR
ABR958906623994,ABR958906623994,Semlow Biogas GmbH ＆ Co KG
ABR995351878692,ABR995351878692,SengEnergie.KG
ABR902967768729,ABR902967768729,Seniorenresidenz Hofheim Betriebs GmbH
ABR973085056593,ABR973085056593,Seniorenwohnanlage St. Stephanus Edelsfeld GmbH
ABR953796569339,ABR953796569339,Serviecebetriebe Neuwied AöR
ABR988409615783,ABR988409615783,Sether Mühle Bioenergie GmbH  Co.KG
ABR947798086178,ABR947798086178,Seydaer Landwirtschafts GmbH
ABR909814628397,ABR909814628397,Seydaland Agrar GmbH
ABR951759980115,ABR951759980115,Sg Bioenergie gbr
ABR965588541669,ABR965588541669,Sicheneder Biogas GmbH ＆ Co.KG
ABR944582483335,ABR944582483335,Siebte Biogas Felgentreu Steinhoff Betriebs GmbH ＆ Co. KG
ABR954920263000,ABR954920263000,Siefert Bioenergie GbR
ABR988515219813,ABR988515219813,Siegbert Zachow GmbH
ABR958469185557,ABR958469185557,Sieger Werner
ABR921193898116,ABR921193898116,Siegerstetter Biogas GmbH
ABR984317322089,ABR984317322089,Sieghart Hermann ＆ Maria GbR
ABR989664860130,ABR989664860130,Siemen ＆ Krusen Bio-Energie GmbH u. Co. KG
ABR981328740864,ABR981328740864,Siemer Biogas GmbH ＆ Co.KG
ABR955712807969,ABR955712807969,Sievers Strom GmbH ＆ Co. KG
ABR982136058776,ABR982136058776,Sievers Wärme GmbH ＆ Co. KG
ABR909150194426,ABR909150194426,Siggelkower Mooster GmbH
ABR953526005540,ABR953526005540,Simmel Biogas GbR
ABR940943905720,ABR940943905720,Simon Biogas Gbr
ABR977361541193,ABR977361541193,Sindel Stefan Naturgas
ABR934193633656,ABR934193633656,Smart Energy GmbH
ABR904123911109,ABR904123911109,Smartwood Germany GmbH＆Co.KG
ABR969012590520,ABR969012590520,Soehlmetall
ABR919870698333,ABR919870698333,Soermann Biogas GmbH ＆ Co.KG
ABR977439504778,ABR977439504778,Solarstrom Holzhausen GbR
ABR904348890739,ABR904348890739,Solenhofer Aktien-Verein
ABR996212398823,ABR996212398823,Soltau Energie GbR
ABR927505787666,ABR927505787666,Sommer Bioenergie GmbH
ABR907722859018,ABR907722859018,Sommer energy GmbH
ABR973155743729,ABR973155743729,Sommer-Ruhe GbR
ABR967862306308,ABR967862306308,Sonae Arauco Beeskow GmbH
ABR994571528578,ABR994571528578,Sondermann Energiegewinnungs GmbH
ABR980880071140,ABR980880071140,Sondermaschinenbau Brückner
ABR943491410210,ABR943491410210,Sonne ＆ Nawaro Energie Friedrichsau GmbH ＆ Co.KG
ABR987073478236,ABR987073478236,Sonnen-Pellets Krauchenwies GmbH ＆ Co. KG
ABR951585223615,ABR951585223615,Sonnen-Satellit GmbH
ABR939695143146,ABR939695143146,Sonnenenergie Nördlingen GbR
ABR979344953269,ABR979344953269,Sonnenhof GmbH
ABR904225951010,ABR904225951010,Sonnenland Agrar GmbH
ABR982805734574,ABR982805734574,Sorpe-Energie GbR
ABR962107566691,ABR962107566691,Spanner Re²
ABR975484007473,ABR975484007473,Spascher Bioenergie GmbH ＆ Co. KG
ABR948115324201,ABR948115324201,Speckbacher Bioenergie GmbH
ABR923976628194,ABR923976628194,Spedition Richard Wagner
ABR978730677314,ABR978730677314,Speltach Energie GbR
ABR936191719455,ABR936191719455,Spiel Agrar KG
ABR968379274531,ABR968379274531,Spirkl Energie GbR
ABR907185087027,ABR907185087027,Spliethoff Biogas GbR
ABR958971472541,ABR958971472541,Sporer Energie GbR
ABR972933562415,ABR972933562415,Spradau Energieerzeugung GmbH ＆ Co. KG
ABR910306186028,ABR910306186028,Spreer Agrar- und Service GmbH
ABR982684447053,ABR982684447053,Sproll Energie eGbR
ABR939957259943,ABR939957259943,Sprötau Erste Biogas Betriebs GmbH
ABR953143029509,ABR953143029509,Spätland Energie
ABR948690330086,ABR948690330086,St. Johannes GmbH ＆ Co. KG
ABR946909240478,ABR946909240478,StM Energy KG
ABR907181644606,ABR907181644606,Staatsbetrieb Sächsisches Immobilien- und Baumanagement NL Bautzen
ABR996506227990,ABR996506227990,Stadler Bioenergie GbR
ABR915136648753,ABR915136648753,Stadler Biogas GbR
ABR980191280453,ABR980191280453,Stadler Energie GmbH ＆ Co. KG
ABR996098146990,ABR996098146990,Stadler GbR
ABR952031351463,ABR952031351463,Stadler＆Resch GbR
ABR990075212562,ABR990075212562,Stadlinger Agroenergie GmbH＆Co.KG
ABR903790100823,ABR903790100823,"Stadt Achim, Eigenbetrieb Abwasserbeseitigung"
ABR983856473283,ABR983856473283,Stadt Albstadt
ABR926061052478,ABR926061052478,Stadt Alfeld (Leine)
ABR938558517926,ABR938558517926,Stadt Arzberg
ABR925915904871,ABR925915904871,Stadt Aulendorf  Günther Blaser
ABR906282862513,ABR906282862513,Stadt Bad Driburg Abwasserwerk
ABR948457019964,ABR948457019964,Stadt Bad Kissingen
ABR969603558991,ABR969603558991,Stadt Bad Liebenzell
ABR919801076735,ABR919801076735,Stadt Bad Mergentheim Eigenbetrieb Abwasserwirtschaft
ABR929414524936,ABR929414524936,Stadt Bad Reichenhall
ABR927780491487,ABR927780491487,Stadt Bad Waldsee
ABR909368761687,ABR909368761687,Stadt Bad Windsheim
ABR934535713893,ABR934535713893,Stadt Bayreuth Stadtbauhof
ABR921676732951,ABR921676732951,Stadt Bergisch Gladbach Abwasserwerk
ABR948411541838,ABR948411541838,Stadt Besigheim Stefan Maier
ABR924168266286,ABR924168266286,Stadt Bischofsheim i.d.Rhön
ABR917371663584,ABR917371663584,Stadt Breisach Umweltamt
ABR906322705756,ABR906322705756,"Stadt Bruchsal, Abwasserbetrieb"
ABR959105789566,ABR959105789566,Stadt Buchloe
ABR995178241822,ABR995178241822,Stadt Cham
ABR952720745511,ABR952720745511,Stadt Delbrück
ABR942876733739,ABR942876733739,Stadt Diepholz Körperschaft des öffentlichen Rechts
ABR921960684782,ABR921960684782,Stadt Dormagen - Technische Betriebe Dormagen - Stadtentwässerung
ABR940493207152,ABR940493207152,Stadt Ebersbach Energiemanagement
ABR937409178866,ABR937409178866,Stadt Ebersberg
ABR972467664944,ABR972467664944,Stadt Eckernförde
ABR973278026402,ABR973278026402,Stadt Ellwangen Eigenbetrieb Abwasser
